-10.843845 62.798531 
-10.839754 63.007840 
-10.828679 63.219829 
-10.810573 63.434302 
-10.785392 63.651062 
-10.753095 63.869913 
-10.713645 64.090661 
-10.667010 64.313109 
-10.613159 64.537064 
-10.552069 64.762333 
-10.483718 64.988723 
-10.408089 65.216045 
-10.325169 65.444111 
-10.234949 65.672734 
-10.137423 65.901730 
-10.032593 66.130919 
-9.920460 66.360121 
-9.801032 66.589161 
-9.674322 66.817868 
-9.540345 67.046072 
-9.399122 67.273609 
-9.250677 67.500317 
-9.095039 67.726040 
-8.932240 67.950625 
-8.762318 68.173923 
-8.585314 68.395792 
-8.401272 68.616091 
-8.210243 68.834688 
-8.012280 69.051454 
-7.807440 69.266266 
-7.595784 69.479004 
-7.377378 69.689557 
-7.152291 69.897818 
-6.920597 70.103685 
-6.682372 70.307063 
-6.437696 70.507862 
-6.186655 70.705998 
-5.929336 70.901393 
-5.665831 71.093977 
-5.396235 71.283682 
-5.120646 71.470450 
-4.839166 71.654226 
-4.551901 71.834963 
-4.258958 72.012621 
-3.960450 72.187162 
-3.656491 72.358559 
-3.347199 72.526788 
-3.032694 72.691832 
-2.713100 72.853678 
-2.388543 73.012323 
-2.059152 73.167766 
-1.725058 73.320012 
-1.386397 73.469075 
-1.043304 73.614971 
-0.695918 73.757722 
-0.344381 73.897358 
0.011164 74.033910 
0.370571 74.167419 
0.733692 74.297926 
1.100378 74.425482 
1.470476 74.550138 
1.843834 74.671953 
2.220297 74.790990 
2.599706 74.907314 
2.981905 75.020997 
3.366732 75.132115 
3.754026 75.240745 
4.143626 75.346971 
4.535366 75.450879 
4.929081 75.552559 
5.324606 75.652103 
5.721773 75.749609 
6.120414 75.845175 
6.520359 75.938902 
6.921439 76.030896 
7.323484 76.121264 
7.726321 76.210113 
8.129780 76.297555 
8.533688 76.383704 
8.937873 76.468673 
9.342162 76.552579 
9.746382 76.635538 
10.150359 76.717670 
10.553921 76.799092 
10.956895 76.879926 
11.359107 76.960291 
11.760384 77.040308 
12.160555 77.120097 
12.559448 77.199778 
12.956889 77.279473 
13.352710 77.359299 
13.746738 77.439377 
14.138804 77.519822 
14.528740 77.600753 
14.916378 77.682283 
15.301549 77.764526 
15.684090 77.847593 
16.063834 77.931593 
16.440619 78.016633 
16.814281 78.102818 
17.184662 78.190250 
17.551601 78.279026 
17.914941 78.369242 
18.274527 78.460990 
18.630204 78.554358 
18.981821 78.649431 
19.329227 78.746290 
19.672276 78.845009 
20.010820 78.945662 
20.344718 79.048315 
20.673827 79.153029 
20.998011 79.259863 
21.317133 79.368868 
21.631061 79.480091 
21.939663 79.593572 
22.242814 79.709346 
22.540388 79.827444 
22.832266 79.947888 
23.118328 80.070695 
23.398461 80.195877 
23.672553 80.323438 
23.940497 80.453376 
24.202189 80.585683 
24.457529 80.720343 
24.706421 80.857335 
24.948771 80.996631 
25.184492 81.138194 
25.413498 81.281984 
25.635711 81.427951 
25.851052 81.576041 
26.059452 81.726191 
26.260841 81.878332 
26.455158 82.032389 
26.642344 82.188280 
26.822345 82.345917 
26.995112 82.505206 
27.160601 82.666047 
27.318770 82.828331 
27.469586 82.991948 
27.613019 83.156780 
27.749042 83.322702 
27.877634 83.489586 
27.998782 83.657298 
28.112472 83.825701 
28.218700 83.994650 
28.317464 84.163999 
28.408768 84.333597 
28.492620 84.503288 
28.569034 84.672913 
28.638027 84.842312 
28.699623 85.011319 
